im_fitness,im_f_measure,im_precision,im_tree_height,im_tree_silent_leaves,im_tree_leaves,im_tree_nodes,incremental_fitness,incremental_f_measure,incremental_precision,incremental_tree_height,incremental_tree_silent_leaves,incremental_tree_leaves,incremental_tree_nodes,incremental_freezing_baseline_fitness,incremental_freezing_baseline_f_measure,incremental_freezing_baseline_precision,incremental_freezing_baseline_tree_height,incremental_freezing_baseline_tree_silent_leaves,incremental_freezing_baseline_tree_leaves,incremental_freezing_baseline_tree_nodes,incremental_freezing_advanced_fitness,incremental_freezing_advanced_f_measure,incremental_freezing_advanced_precision,incremental_freezing_advanced_tree_height,incremental_freezing_advanced_tree_silent_leaves,incremental_freezing_advanced_tree_leaves,incremental_freezing_advanced_tree_nodes,variants_total,variants_processed_so_far,traces_processed_so_far
0.6730895408884454,0.8046067164235823,1.0,2,0,5,6,0.7751121439792793,0.7170256855356805,0.6670382244852805,5,3,10,17,0.7751121439792793,0.7170256855356805,0.6670382244852805,5,3,10,17,0.7751121439792793,0.7170256855356805,0.6670382244852805,5,3,10,17,231,1,56482
0.8768557459642501,0.9343880027537846,1.0,4,0,6,9,0.8768557459642501,0.9343880027537846,1.0,4,0,6,9,0.9039683242448548,0.6645355647742051,0.5253791599864481,5,4,13,22,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,2,102853
0.9632521621116947,0.8346280294618051,0.7363080028343819,5,3,9,15,0.9416378154255503,0.9161645037593654,0.8920331053212784,4,2,9,13,0.9734036097371499,0.6483406331582438,0.4860326167083133,5,6,16,26,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,3,123238
0.9807716304216332,0.7203353329595209,0.5691910622594656,3,4,10,15,0.9807716304216332,0.7203353329595209,0.5691910622594656,4,4,10,16,0.9944909137492889,0.6000419773811596,0.42963436776853414,5,8,17,28,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,4,132758
0.9847309015026183,0.7235380499744869,0.5718570454168382,4,5,11,17,0.9817018651890003,0.7227188158423364,0.5718570454168382,7,5,11,20,0.9944909137492889,0.6000419773811596,0.42963436776853414,5,8,17,28,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,5,136494
0.9898888732646063,0.7270316562312121,0.5744823732343234,6,7,13,22,0.9898888732646063,0.7270316562312121,0.5744823732343234,8,7,13,24,0.9944909137492889,0.6000419773811596,0.42963436776853414,5,8,17,28,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,6,139795
0.9898888732646063,0.7270316562312121,0.5744823732343234,6,7,13,22,0.9898888732646063,0.7270316562312121,0.5744823732343234,8,7,13,24,0.9944909137492889,0.6000419773811596,0.42963436776853414,5,8,17,28,0.9944803337859262,0.7015075224946684,0.5418724850619805,5,6,13,23,231,7,142926
0.9961493227453846,0.7517393604338227,0.6036347184671842,6,8,16,26,0.9962504067382012,0.7516148750076467,0.6034371103123788,9,9,17,31,0.9980155731736972,0.631940743159609,0.4623496371812146,6,9,19,32,0.99818588035538,0.7736246605311319,0.6315461412449528,6,7,15,26,231,8,145423
0.9961493227453846,0.7517393604338227,0.6036347184671842,6,8,16,26,0.9962504067382012,0.7516148750076467,0.6034371103123788,9,9,17,31,0.9980155731736972,0.631940743159609,0.4623496371812146,6,9,19,32,0.99818588035538,0.7736246605311319,0.6315461412449528,6,7,15,26,231,9,146938
0.9961493227453846,0.7517393604338227,0.6036347184671842,6,8,16,26,0.9962504067382012,0.7516148750076467,0.6034371103123788,9,9,17,31,0.9980155731736972,0.631940743159609,0.4623496371812146,6,9,19,32,0.99818588035538,0.7736246605311319,0.6315461412449528,6,7,15,26,231,10,147460
